owner_repo,url,http_status,active,redirected,final_url,in_v1,in_v2
google-deepmind/open_spiel,https://github.com/google-deepmind/open_spiel,200,True,False,https://github.com/google-deepmind/open_spiel,False,True
google-deepmind/scalable_agent,https://github.com/google-deepmind/scalable_agent,200,True,False,https://github.com/google-deepmind/scalable_agent,False,True
google-gemini/gemini-cli,https://github.com/google-gemini/gemini-cli,200,True,False,https://github.com/google-gemini/gemini-cli,True,True
google-research/google-research,https://github.com/google-research/google-research,200,True,False,https://github.com/google-research/google-research,False,True
google/adk-docs,https://github.com/google/adk-docs,200,True,False,https://github.com/google/adk-docs,True,True
google/genai-toolbox,https://github.com/google/genai-toolbox,404,False,False,,False,True
grupa-ai/agent-mcp,https://github.com/grupa-ai/agent-mcp,200,True,False,https://github.com/grupa-ai/agent-mcp,False,True
h2oai/h2oai-flood-intelligence-agent,https://github.com/h2oai/h2oai-flood-intelligence-agent,200,True,False,https://github.com/h2oai/h2oai-flood-intelligence-agent,False,True
haasonsaas/email-agent,https://github.com/haasonsaas/email-agent,200,True,False,https://github.com/haasonsaas/email-agent,True,True
Hamid-Rezaei/Berkeley-AI-Projects,https://github.com/Hamid-Rezaei/Berkeley-AI-Projects,200,True,False,https://github.com/Hamid-Rezaei/Berkeley-AI-Projects,False,True
hamyxyz/blog,https://github.com/hamyxyz/blog,404,False,False,,True,True
hanglearning/ucb-pacman-multiagent-reinforcement,https://github.com/hanglearning/ucb-pacman-multiagent-reinforcement,200,True,False,https://github.com/hanglearning/ucb-pacman-multiagent-reinforcement,False,True
haroon-sajid/resume-screening-app,https://github.com/haroon-sajid/resume-screening-app,200,True,False,https://github.com/haroon-sajid/resume-screening-app,True,True
harshmriduhash/Social-Media-AI-Agent,https://github.com/harshmriduhash/Social-Media-AI-Agent,200,True,False,https://github.com/harshmriduhash/Social-Media-AI-Agent,False,True
hashgraph-online/awesome-ai-plugins,https://github.com/hashgraph-online/awesome-ai-plugins,200,True,False,https://github.com/hashgraph-online/awesome-ai-plugins,False,True
HeadyZhang/agent-audit,https://github.com/HeadyZhang/agent-audit,200,True,False,https://github.com/HeadyZhang/agent-audit,False,True
hgky95/smart-caption-ai,https://github.com/hgky95/smart-caption-ai,200,True,False,https://github.com/hgky95/smart-caption-ai,False,True
higress-group/higress-report-agent,https://github.com/higress-group/higress-report-agent,200,True,False,https://github.com/higress-group/higress-report-agent,False,True
hilkoc/AI_Arena,https://github.com/hilkoc/AI_Arena,200,True,False,https://github.com/hilkoc/AI_Arena,True,True
hima12-awny/documentation-chat-agent,https://github.com/hima12-awny/documentation-chat-agent,200,True,False,https://github.com/hima12-awny/documentation-chat-agent,True,True
hkjarral/AVA-AI-Voice-Agent-for-Asterisk,https://github.com/hkjarral/AVA-AI-Voice-Agent-for-Asterisk,200,True,False,https://github.com/hkjarral/AVA-AI-Voice-Agent-for-Asterisk,False,True
hku-daga/AI-Powered-Medical-Diagnosis,https://github.com/hku-daga/AI-Powered-Medical-Diagnosis,404,False,False,,True,True
HKU-DS/DeepInnovator,https://github.com/HKU-DS/DeepInnovator,404,False,False,,False,True
HKUDS/AI-Researcher,https://github.com/HKUDS/AI-Researcher,200,True,False,https://github.com/HKUDS/AI-Researcher,True,True
HKUDS/Auto-Deep-Research,https://github.com/HKUDS/Auto-Deep-Research,200,True,False,https://github.com/HKUDS/Auto-Deep-Research,False,True
HKUDS/DeepInnovator,https://github.com/HKUDS/DeepInnovator,200,True,False,https://github.com/HKUDS/DeepInnovator,False,True
HKUDS/DeepTutor,https://github.com/HKUDS/DeepTutor,200,True,False,https://github.com/HKUDS/DeepTutor,True,True
HKUDS/VideoAgent,https://github.com/HKUDS/VideoAgent,200,True,False,https://github.com/HKUDS/VideoAgent,True,True
hmshb/scraping-agent-ai,https://github.com/hmshb/scraping-agent-ai,200,True,False,https://github.com/hmshb/scraping-agent-ai,True,True
Hoar012/Awesome-Multimodal-Embodied-AI,https://github.com/Hoar012/Awesome-Multimodal-Embodied-AI,200,True,False,https://github.com/Hoar012/Awesome-Multimodal-Embodied-AI,True,True
hsiangwei0903/SpatialAgent,https://github.com/hsiangwei0903/SpatialAgent,200,True,False,https://github.com/hsiangwei0903/SpatialAgent,False,True
hspark1212/synthesis-agent,https://github.com/hspark1212/synthesis-agent,200,True,False,https://github.com/hspark1212/synthesis-agent,False,True
huabeitech/agent-desk,https://github.com/huabeitech/agent-desk,200,True,False,https://github.com/huabeitech/agent-desk,False,True
huggingface/agents-course,https://github.com/huggingface/agents-course,200,True,False,https://github.com/huggingface/agents-course,True,True
huggingface/hf-agents,https://github.com/huggingface/hf-agents,200,True,False,https://github.com/huggingface/hf-agents,True,True
huggingface/smolagents,https://github.com/huggingface/smolagents,200,True,False,https://github.com/huggingface/smolagents,True,True
humanlayer/humanlayer,https://github.com/humanlayer/humanlayer,200,True,False,https://github.com/humanlayer/humanlayer,False,True
HySonLab/FactAgent,https://github.com/HySonLab/FactAgent,200,True,False,https://github.com/HySonLab/FactAgent,False,True
IAmUnbounded/fake-news-detector-agent,https://github.com/IAmUnbounded/fake-news-detector-agent,200,True,False,https://github.com/IAmUnbounded/fake-news-detector-agent,False,True
ibm-customer-service/ai-agent-toolkit,https://github.com/ibm-customer-service/ai-agent-toolkit,404,False,False,,True,True
IBM/Agentics,https://github.com/IBM/Agentics,200,True,False,https://github.com/IBM/Agentics,True,True
icip-cas/PPTAgent,https://github.com/icip-cas/PPTAgent,200,True,False,https://github.com/icip-cas/PPTAgent,False,True
igotbitchesallongmydickneveryday/genai-security-agent-capstone-2025,https://github.com/igotbitchesallongmydickneveryday/genai-security-agent-capstone-2025,200,True,False,https://github.com/igotbitchesallongmydickneveryday/genai-security-agent-capstone-2025,False,True
imanoop7/AI-Agents-as-Personal-Trainers--Customizing-Fitness-Routines-with-LLMs,https://github.com/imanoop7/AI-Agents-as-Personal-Trainers--Customizing-Fitness-Routines-with-LLMs,200,True,False,https://github.com/imanoop7/AI-Agents-as-Personal-Trainers--Customizing-Fitness-Routines-with-LLMs,False,True
InboraStudio/Subtitle-Generator-AI,https://github.com/InboraStudio/Subtitle-Generator-AI,200,True,False,https://github.com/InboraStudio/Subtitle-Generator-AI,False,True
indcoder/agentcamp-workshop-langchain,https://github.com/indcoder/agentcamp-workshop-langchain,200,True,False,https://github.com/indcoder/agentcamp-workshop-langchain,False,True
infiniflow/ragflow,https://github.com/infiniflow/ragflow,200,True,False,https://github.com/infiniflow/ragflow,True,True
innovatewithkishlay/AI-BASED_PET_HEALTH_ASSISTANCE_SYSTEM,https://github.com/innovatewithkishlay/AI-BASED_PET_HEALTH_ASSISTANCE_SYSTEM,200,True,False,https://github.com/innovatewithkishlay/AI-BASED_PET_HEALTH_ASSISTANCE_SYSTEM,False,True
instadeepai/Mava,https://github.com/instadeepai/Mava,200,True,False,https://github.com/instadeepai/Mava,False,True
InternLM/WildClawBench,https://github.com/InternLM/WildClawBench,200,True,False,https://github.com/InternLM/WildClawBench,True,True
ishandutta2007/Awesome-Powerpoint-AI-Agents,https://github.com/ishandutta2007/Awesome-Powerpoint-AI-Agents,200,True,False,https://github.com/ishandutta2007/Awesome-Powerpoint-AI-Agents,True,True
ishenli/investment-agent,https://github.com/ishenli/investment-agent,200,True,False,https://github.com/ishenli/investment-agent,False,True
itallstartedwithaidea/writing-agent,https://github.com/itallstartedwithaidea/writing-agent,200,True,False,https://github.com/itallstartedwithaidea/writing-agent,False,True
its403/SpotifyAgent,https://github.com/its403/SpotifyAgent,200,True,False,https://github.com/its403/SpotifyAgent,True,True
ivebotunac/PrimoAgent,https://github.com/ivebotunac/PrimoAgent,200,True,False,https://github.com/ivebotunac/PrimoAgent,True,True
janimiyarj/AI-tax-agent,https://github.com/janimiyarj/AI-tax-agent,200,True,False,https://github.com/janimiyarj/AI-tax-agent,False,True
janvanwassenhove/MusicAgent,https://github.com/janvanwassenhove/MusicAgent,200,True,False,https://github.com/janvanwassenhove/MusicAgent,True,True
jason8745/llm-kaggle-agent,https://github.com/jason8745/llm-kaggle-agent,200,True,False,https://github.com/jason8745/llm-kaggle-agent,False,True
javiramos1/recipe-agent,https://github.com/javiramos1/recipe-agent,200,True,False,https://github.com/javiramos1/recipe-agent,False,True
jawwad-ali/ai-customer-support-agent,https://github.com/jawwad-ali/ai-customer-support-agent,200,True,False,https://github.com/jawwad-ali/ai-customer-support-agent,True,True
jaychempan/Agent-Skills-Leaderboard,https://github.com/jaychempan/Agent-Skills-Leaderboard,200,True,True,https://github.com/jaychempan/Agent-Leaderboard,True,True
JayeshCC/Aiwork,https://github.com/JayeshCC/Aiwork,200,True,False,https://github.com/JayeshCC/Aiwork,False,True
Jenqyang/Awesome-AI-Agents,https://github.com/Jenqyang/Awesome-AI-Agents,200,True,False,https://github.com/Jenqyang/Awesome-AI-Agents,True,True
Jeomon/Plan-Agent-with-Meta-Agent,https://github.com/Jeomon/Plan-Agent-with-Meta-Agent,200,True,False,https://github.com/Jeomon/Plan-Agent-with-Meta-Agent,False,True
Jerick97/mcp-arena,https://github.com/Jerick97/mcp-arena,200,True,False,https://github.com/Jerick97/mcp-arena,False,True
jhzhu89/kubernetes-ai-ops-agent,https://github.com/jhzhu89/kubernetes-ai-ops-agent,200,True,False,https://github.com/jhzhu89/kubernetes-ai-ops-agent,False,True
jnMetaCode/agency-agents-ko,https://github.com/jnMetaCode/agency-agents-ko,200,True,False,https://github.com/jnMetaCode/agency-agents-ko,False,True
jnMetaCode/agency-agents-pt-BR,https://github.com/jnMetaCode/agency-agents-pt-BR,200,True,False,https://github.com/jnMetaCode/agency-agents-pt-BR,False,True
jnMetaCode/agency-agents-zh,https://github.com/jnMetaCode/agency-agents-zh,200,True,False,https://github.com/jnMetaCode/agency-agents-zh,False,True
Joe-Heffer/trainer,https://github.com/Joe-Heffer/trainer,200,True,False,https://github.com/Joe-Heffer/trainer,False,True
johan-kallstrom/frozen-lake-experiment,https://github.com/johan-kallstrom/frozen-lake-experiment,200,True,False,https://github.com/johan-kallstrom/frozen-lake-experiment,False,True
JohnNguyen070595/Spring-roll-AI-agent,https://github.com/JohnNguyen070595/Spring-roll-AI-agent,200,True,False,https://github.com/JohnNguyen070595/Spring-roll-AI-agent,False,True
joonspk-research/genagents,https://github.com/joonspk-research/genagents,200,True,True,https://github.com/StanfordHCI/genagents,False,True
JoshPhDemo/Robotics-Agent-Suite,https://github.com/JoshPhDemo/Robotics-Agent-Suite,404,False,False,,True,True
JoshuaLevi/DemoSolar,https://github.com/JoshuaLevi/DemoSolar,200,True,False,https://github.com/JoshuaLevi/DemoSolar,False,True
jtwirly/smarthomeagent,https://github.com/jtwirly/smarthomeagent,200,True,False,https://github.com/jtwirly/smarthomeagent,False,True
juliusz-cwiakalski/agentic-delivery-os,https://github.com/juliusz-cwiakalski/agentic-delivery-os,200,True,False,https://github.com/juliusz-cwiakalski/agentic-delivery-os,False,True
JunyIIIChen/working_schedule,https://github.com/JunyIIIChen/working_schedule,200,True,False,https://github.com/JunyIIIChen/working_schedule,False,True
jwojci/budget-agent,https://github.com/jwojci/budget-agent,200,True,False,https://github.com/jwojci/budget-agent,False,True
kabir12345/Agent-Experiments,https://github.com/kabir12345/Agent-Experiments,200,True,False,https://github.com/kabir12345/Agent-Experiments,True,True
Kaos599/PropertyLoop,https://github.com/Kaos599/PropertyLoop,200,True,False,https://github.com/Kaos599/PropertyLoop,True,True
karpathy/autoresearch,https://github.com/karpathy/autoresearch,200,True,False,https://github.com/karpathy/autoresearch,True,True
kartikmahajan5688/ai-mental-health-assistant,https://github.com/kartikmahajan5688/ai-mental-health-assistant,200,True,False,https://github.com/kartikmahajan5688/ai-mental-health-assistant,False,True
KatherLab/LLM-Scheduler,https://github.com/KatherLab/LLM-Scheduler,200,True,False,https://github.com/KatherLab/LLM-Scheduler,False,True
kaungkhantjc/pay-id-ai-agent,https://github.com/kaungkhantjc/pay-id-ai-agent,200,True,False,https://github.com/kaungkhantjc/pay-id-ai-agent,False,True
kedar-patil-engineer/ai_red_team_range,https://github.com/kedar-patil-engineer/ai_red_team_range,200,True,False,https://github.com/kedar-patil-engineer/ai_red_team_range,False,True
KeepALifeUS/autonomous-agents,https://github.com/KeepALifeUS/autonomous-agents,200,True,False,https://github.com/KeepALifeUS/autonomous-agents,True,True
Keerthivasan-Venkitajalam/Call-Automation,https://github.com/Keerthivasan-Venkitajalam/Call-Automation,200,True,False,https://github.com/Keerthivasan-Venkitajalam/Call-Automation,False,True
KhaledYaish0/agentic-email-agent,https://github.com/KhaledYaish0/agentic-email-agent,200,True,False,https://github.com/KhaledYaish0/agentic-email-agent,False,True
KhalilMrini/Agent-Testing-Agent,https://github.com/KhalilMrini/Agent-Testing-Agent,200,True,False,https://github.com/KhalilMrini/Agent-Testing-Agent,True,True
KhushalKarim/flood-forecasting-agent,https://github.com/KhushalKarim/flood-forecasting-agent,200,True,False,https://github.com/KhushalKarim/flood-forecasting-agent,False,True
kingabzpro/Multi-Agent-Research-Assistant,https://github.com/kingabzpro/Multi-Agent-Research-Assistant,200,True,False,https://github.com/kingabzpro/Multi-Agent-Research-Assistant,True,True
Klaudiusz321/social-media-agents,https://github.com/Klaudiusz321/social-media-agents,200,True,False,https://github.com/Klaudiusz321/social-media-agents,False,True
kodustech/awesome-agent-skills,https://github.com/kodustech/awesome-agent-skills,200,True,False,https://github.com/kodustech/awesome-agent-skills,True,True
kooperchap/zhiwei-ecommerce-cs-agent,https://github.com/kooperchap/zhiwei-ecommerce-cs-agent,200,True,False,https://github.com/kooperchap/zhiwei-ecommerce-cs-agent,True,True
kota-kawa/Scheduler-Agent,https://github.com/kota-kawa/Scheduler-Agent,200,True,False,https://github.com/kota-kawa/Scheduler-Agent,False,True
KwaiVGI/LivePortrait,https://github.com/KwaiVGI/LivePortrait,200,True,True,https://github.com/KlingAIResearch/LivePortrait,True,True
KyaniteLabs/mcp-video,https://github.com/KyaniteLabs/mcp-video,200,True,False,https://github.com/KyaniteLabs/mcp-video,True,True
kyegomez/SIMA,https://github.com/kyegomez/SIMA,200,True,False,https://github.com/kyegomez/SIMA,False,True
kyegomez/swarms,https://github.com/kyegomez/swarms,200,True,False,https://github.com/kyegomez/swarms,True,True
Lakshmipavithrayemireddy/sustainable-farming-ai,https://github.com/Lakshmipavithrayemireddy/sustainable-farming-ai,200,True,False,https://github.com/Lakshmipavithrayemireddy/sustainable-farming-ai,False,True
langchain-ai/agentevals,https://github.com/langchain-ai/agentevals,200,True,False,https://github.com/langchain-ai/agentevals,True,True
langchain-ai/langchain,https://github.com/langchain-ai/langchain,200,True,False,https://github.com/langchain-ai/langchain,True,True
langchain-ai/langgraph,https://github.com/langchain-ai/langgraph,200,True,False,https://github.com/langchain-ai/langgraph,True,True
langchain-ai/open-swe,https://github.com/langchain-ai/open-swe,200,True,False,https://github.com/langchain-ai/open-swe,False,True
langchain-ai/social-media-agent,https://github.com/langchain-ai/social-media-agent,200,True,False,https://github.com/langchain-ai/social-media-agent,False,True
langflow-org/langflow,https://github.com/langflow-org/langflow,404,False,False,,True,True
langgenius/dify,https://github.com/langgenius/dify,200,True,False,https://github.com/langgenius/dify,True,True
langwatch/cooking-agent,https://github.com/langwatch/cooking-agent,200,True,False,https://github.com/langwatch/cooking-agent,False,True
lastmile-ai/mcp-agent,https://github.com/lastmile-ai/mcp-agent,200,True,False,https://github.com/lastmile-ai/mcp-agent,False,True
laszukdawid/terminal-agent,https://github.com/laszukdawid/terminal-agent,200,True,False,https://github.com/laszukdawid/terminal-agent,False,True
learningwithmachines/planning-agent,https://github.com/learningwithmachines/planning-agent,200,True,False,https://github.com/learningwithmachines/planning-agent,True,True
LeeWu-Agents/ai-onboarding-agent,https://github.com/LeeWu-Agents/ai-onboarding-agent,200,True,False,https://github.com/LeeWu-Agents/ai-onboarding-agent,False,True
leng-2024/agent-with-mcp,https://github.com/leng-2024/agent-with-mcp,200,True,False,https://github.com/leng-2024/agent-with-mcp,True,True
leon-ai/leon,https://github.com/leon-ai/leon,200,True,False,https://github.com/leon-ai/leon,True,True
letta-ai/agent-file,https://github.com/letta-ai/agent-file,200,True,False,https://github.com/letta-ai/agent-file,True,True
letta-ai/letta,https://github.com/letta-ai/letta,200,True,False,https://github.com/letta-ai/letta,True,True
LGDiMaggio/predictive-maintenance-mcp,https://github.com/LGDiMaggio/predictive-maintenance-mcp,200,True,False,https://github.com/LGDiMaggio/predictive-maintenance-mcp,False,True
lightlifedev/Meeting-Room-Booking-AI-Agent,https://github.com/lightlifedev/Meeting-Room-Booking-AI-Agent,200,True,False,https://github.com/lightlifedev/Meeting-Room-Booking-AI-Agent,True,True
LiteLLM-Labs/litellm-agent-platform,https://github.com/LiteLLM-Labs/litellm-agent-platform,200,True,False,https://github.com/LiteLLM-Labs/litellm-agent-platform,False,True
livekit/agents,https://github.com/livekit/agents,200,True,False,https://github.com/livekit/agents,True,True
LivXue/open-email-agent,https://github.com/LivXue/open-email-agent,200,True,False,https://github.com/LivXue/open-email-agent,True,True
LlenRotse/ACC-Collab,https://github.com/LlenRotse/ACC-Collab,200,True,False,https://github.com/LlenRotse/ACC-Collab,False,True
loglux/SQLAIAgent-Ollama,https://github.com/loglux/SQLAIAgent-Ollama,200,True,False,https://github.com/loglux/SQLAIAgent-Ollama,False,True
LTIM-Digital-Engineering/PR-Review-Agent,https://github.com/LTIM-Digital-Engineering/PR-Review-Agent,404,False,False,,True,True
lucasboscatti/sales-ai-agent-langgraph,https://github.com/lucasboscatti/sales-ai-agent-langgraph,200,True,False,https://github.com/lucasboscatti/sales-ai-agent-langgraph,False,True
Lumiwealth/lumibot,https://github.com/Lumiwealth/lumibot,200,True,False,https://github.com/Lumiwealth/lumibot,True,True
LXXXXR/ExpoComm,https://github.com/LXXXXR/ExpoComm,200,True,False,https://github.com/LXXXXR/ExpoComm,False,True
M4riaLoureiro/ethical-travel-recommender,https://github.com/M4riaLoureiro/ethical-travel-recommender,200,True,False,https://github.com/M4riaLoureiro/ethical-travel-recommender,False,True
maangalabs/open-home,https://github.com/maangalabs/open-home,404,False,False,,True,True
machina-sports/sports-skills,https://github.com/machina-sports/sports-skills,200,True,False,https://github.com/machina-sports/sports-skills,False,True
manojrajgopal/ai-powered-personal-stylist-and-outfit-recommendation,https://github.com/manojrajgopal/ai-powered-personal-stylist-and-outfit-recommendation,200,True,False,https://github.com/manojrajgopal/ai-powered-personal-stylist-and-outfit-recommendation,False,True
manozpdel/AI-blog-writer,https://github.com/manozpdel/AI-blog-writer,200,True,False,https://github.com/manozpdel/AI-blog-writer,False,True
marlinprotocol/DeFi-AI-Agent,https://github.com/marlinprotocol/DeFi-AI-Agent,200,True,False,https://github.com/marlinprotocol/DeFi-AI-Agent,False,True
MasirJafri1/Customer-Support-Agent,https://github.com/MasirJafri1/Customer-Support-Agent,200,True,False,https://github.com/MasirJafri1/Customer-Support-Agent,True,True
mastra-ai/mastra,https://github.com/mastra-ai/mastra,200,True,False,https://github.com/mastra-ai/mastra,False,True
Max-Lee-explore/agentic-ai-translation-company,https://github.com/Max-Lee-explore/agentic-ai-translation-company,200,True,False,https://github.com/Max-Lee-explore/agentic-ai-translation-company,True,True
mcp-use/mcp-use,https://github.com/mcp-use/mcp-use,200,True,False,https://github.com/mcp-use/mcp-use,False,True
meabed/pr-commit-ai-agent,https://github.com/meabed/pr-commit-ai-agent,200,True,False,https://github.com/meabed/pr-commit-ai-agent,False,True
mem0ai/mem0,https://github.com/mem0ai/mem0,200,True,False,https://github.com/mem0ai/mem0,True,True
mgiannopoulos24/AI-Projects,https://github.com/mgiannopoulos24/AI-Projects,404,False,False,,False,True
mgiannopoulos24/Artificial-Intelligence,https://github.com/mgiannopoulos24/Artificial-Intelligence,200,True,False,https://github.com/mgiannopoulos24/Artificial-Intelligence,False,True
miami0x/HIM---DeFI-Agent,https://github.com/miami0x/HIM---DeFI-Agent,200,True,False,https://github.com/miami0x/HIM---DeFI-Agent,False,True
MiChaelinzo/LogiFlow-AI-Intelligent-Logistics-Management-Platform,https://github.com/MiChaelinzo/LogiFlow-AI-Intelligent-Logistics-Management-Platform,200,True,False,https://github.com/MiChaelinzo/LogiFlow-AI-Intelligent-Logistics-Management-Platform,False,True
microsoft/agent-framework,https://github.com/microsoft/agent-framework,200,True,False,https://github.com/microsoft/agent-framework,True,True
microsoft/Agent-Framework-Samples,https://github.com/microsoft/Agent-Framework-Samples,200,True,False,https://github.com/microsoft/Agent-Framework-Samples,True,True
microsoft/agent-governance-toolkit,https://github.com/microsoft/agent-governance-toolkit,200,True,False,https://github.com/microsoft/agent-governance-toolkit,True,True
microsoft/agentic-factory-hack,https://github.com/microsoft/agentic-factory-hack,200,True,False,https://github.com/microsoft/agentic-factory-hack,False,True
microsoft/agents,https://github.com/microsoft/agents,200,True,False,https://github.com/microsoft/agents,True,True
microsoft/Agents-for-net,https://github.com/microsoft/Agents-for-net,200,True,False,https://github.com/microsoft/Agents-for-net,True,True
microsoft/agentsleague,https://github.com/microsoft/agentsleague,200,True,False,https://github.com/microsoft/agentsleague,True,True
microsoft/ai-agents-for-beginners,https://github.com/microsoft/ai-agents-for-beginners,200,True,False,https://github.com/microsoft/ai-agents-for-beginners,True,True
microsoft/AI_Agents_Hackathon,https://github.com/microsoft/AI_Agents_Hackathon,200,True,False,https://github.com/microsoft/AI_Agents_Hackathon,True,True
microsoft/autogen,https://github.com/microsoft/autogen,200,True,False,https://github.com/microsoft/autogen,True,True
microsoft/Building-AI-Agents-From-Zero-To-Production,https://github.com/microsoft/Building-AI-Agents-From-Zero-To-Production,200,True,False,https://github.com/microsoft/Building-AI-Agents-From-Zero-To-Production,False,True
microsoft/claims-processing-hack,https://github.com/microsoft/claims-processing-hack,200,True,False,https://github.com/microsoft/claims-processing-hack,False,True
microsoft/customer-service-agent,https://github.com/microsoft/customer-service-agent,404,False,False,,True,True
microsoft/data-science-agent,https://github.com/microsoft/data-science-agent,404,False,False,,True,True
microsoft/FinEval,https://github.com/microsoft/FinEval,404,False,False,,True,True
microsoft/HealthAgents,https://github.com/microsoft/HealthAgents,404,False,False,,True,True
microsoft/Learn-Microsoft-Agent-Framework-with-Foundry-ZavaShop-Supply-Chain-Workshop,https://github.com/microsoft/Learn-Microsoft-Agent-Framework-with-Foundry-ZavaShop-Supply-Chain-Workshop,200,True,False,https://github.com/microsoft/Learn-Microsoft-Agent-Framework-with-Foundry-ZavaShop-Supply-Chain-Workshop,True,True
microsoft/muzic,https://github.com/microsoft/muzic,200,True,False,https://github.com/microsoft/muzic,True,True
microsoft/qlib,https://github.com/microsoft/qlib,200,True,False,https://github.com/microsoft/qlib,True,True
microsoft/rd-agent,https://github.com/microsoft/rd-agent,200,True,False,https://github.com/microsoft/rd-agent,False,True
microsoft/security-copilot,https://github.com/microsoft/security-copilot,404,False,False,,True,True
microsoft/semantic-kernel,https://github.com/microsoft/semantic-kernel,200,True,False,https://github.com/microsoft/semantic-kernel,True,True
microsoft/sre-agent,https://github.com/microsoft/sre-agent,200,True,False,https://github.com/microsoft/sre-agent,True,True
mila-iqia/climate-cooperation-competition,https://github.com/mila-iqia/climate-cooperation-competition,200,True,False,https://github.com/mila-iqia/climate-cooperation-competition,True,True
MinorJerry/WebVoyager,https://github.com/MinorJerry/WebVoyager,200,True,False,https://github.com/MinorJerry/WebVoyager,False,True
Mintplex-Labs/anything-llm,https://github.com/Mintplex-Labs/anything-llm,200,True,False,https://github.com/Mintplex-Labs/anything-llm,True,True
Mithoon278/End-To-End-Video-Summarizer-Agentic-AI,https://github.com/Mithoon278/End-To-End-Video-Summarizer-Agentic-AI,200,True,False,https://github.com/Mithoon278/End-To-End-Video-Summarizer-Agentic-AI,False,True
mjunaidca/appointment-agent,https://github.com/mjunaidca/appointment-agent,200,True,False,https://github.com/mjunaidca/appointment-agent,False,True
mlc-ai/web-llm,https://github.com/mlc-ai/web-llm,200,True,False,https://github.com/mlc-ai/web-llm,False,True
mmycin/weather-ai-agent,https://github.com/mmycin/weather-ai-agent,200,True,False,https://github.com/mmycin/weather-ai-agent,False,True
Mobile-Agent-v2/MobileAgent,https://github.com/Mobile-Agent-v2/MobileAgent,404,False,False,,True,True
modelscope/agentscope,https://github.com/modelscope/agentscope,200,True,True,https://github.com/agentscope-ai/agentscope,False,True
modular/max-agentic-cookbook,https://github.com/modular/max-agentic-cookbook,200,True,False,https://github.com/modular/max-agentic-cookbook,False,True
mohnishmsu962000/legal-research-ai-agent,https://github.com/mohnishmsu962000/legal-research-ai-agent,200,True,True,https://github.com/mohnishsunil/legal-research-ai-agent,False,True
mongodb-industry-solutions/Leafy-Predictive-Maintenance-Agents,https://github.com/mongodb-industry-solutions/Leafy-Predictive-Maintenance-Agents,200,True,False,https://github.com/mongodb-industry-solutions/Leafy-Predictive-Maintenance-Agents,False,True
mongodb-industry-solutions/multiagent-predictive-maintenance,https://github.com/mongodb-industry-solutions/multiagent-predictive-maintenance,200,True,False,https://github.com/mongodb-industry-solutions/multiagent-predictive-maintenance,False,True
MortadhaMannai/Tunisia-AI-Uni-Tour-2026,https://github.com/MortadhaMannai/Tunisia-AI-Uni-Tour-2026,404,False,False,,False,True
MortadhaMannai/Tunisia-AI-Uni-Tour-2026-Agentic-AI-Workflows-on-Google-Vertex-AI-Workshops-Series,https://github.com/MortadhaMannai/Tunisia-AI-Uni-Tour-2026-Agentic-AI-Workflows-on-Google-Vertex-AI-Workshops-Series,200,True,False,https://github.com/MortadhaMannai/Tunisia-AI-Uni-Tour-2026-Agentic-AI-Workflows-on-Google-Vertex-AI-Workshops-Series,False,True
Mosss-OS/webscout,https://github.com/Mosss-OS/webscout,200,True,False,https://github.com/Mosss-OS/webscout,False,True
mossydidar/AI-Fitness-Agent,https://github.com/mossydidar/AI-Fitness-Agent,200,True,False,https://github.com/mossydidar/AI-Fitness-Agent,False,True
msitarzewski/agency-agents,https://github.com/msitarzewski/agency-agents,200,True,False,https://github.com/msitarzewski/agency-agents,False,True
mukthanjali-data/sentinels-disaster-ai,https://github.com/mukthanjali-data/sentinels-disaster-ai,200,True,False,https://github.com/mukthanjali-data/sentinels-disaster-ai,False,True
murataslan1/ai-agent-benchmark,https://github.com/murataslan1/ai-agent-benchmark,200,True,False,https://github.com/murataslan1/ai-agent-benchmark,True,True
Naman009/MASala,https://github.com/Naman009/MASala,200,True,False,https://github.com/Naman009/MASala,False,True
nanobrowser/nanobrowser,https://github.com/nanobrowser/nanobrowser,200,True,False,https://github.com/nanobrowser/nanobrowser,False,True
nasa-jpl/rosa,https://github.com/nasa-jpl/rosa,200,True,False,https://github.com/nasa-jpl/rosa,False,True
NathanMaine/agentic-evaluation-sandbox,https://github.com/NathanMaine/agentic-evaluation-sandbox,200,True,False,https://github.com/NathanMaine/agentic-evaluation-sandbox,False,True
Navin1-11-04/Ecoagents,https://github.com/Navin1-11-04/Ecoagents,200,True,False,https://github.com/Navin1-11-04/Ecoagents,False,True
ncz-os/mnemos,https://github.com/ncz-os/mnemos,200,True,False,https://github.com/ncz-os/mnemos,False,True
netboxlabs/netbox-agent-compliance,https://github.com/netboxlabs/netbox-agent-compliance,200,True,False,https://github.com/netboxlabs/netbox-agent-compliance,False,True
Neubird-AI/Neubird,https://github.com/Neubird-AI/Neubird,404,False,False,,True,True
neural-maze/philoagents-course,https://github.com/neural-maze/philoagents-course,200,True,False,https://github.com/neural-maze/philoagents-course,True,True
newsroom/press-releases,https://github.com/newsroom/press-releases,200,True,False,https://github.com/newsroom/press-releases,False,True
nilayjain12/fake-news-agent,https://github.com/nilayjain12/fake-news-agent,200,True,False,https://github.com/nilayjain12/fake-news-agent,False,True
NirDiamant/GenAI_Agents,https://github.com/NirDiamant/GenAI_Agents,200,True,False,https://github.com/NirDiamant/GenAI_Agents,True,True
